D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2024-03-09,21:00,La Liga,Matchweek 28,Sat,Away,L,0,2,Girona,0.2,1.9,40.0,11598,Unai García,3-5-1-1,Mateo Busquets,Match Report,0
2024-03-16,16:15,La Liga,Matchweek 29,Sat,Home,L,2,4,Real Madrid,0.7,2.9,36.0,22430,Unai García,3-5-2,Juan Martínez,Match Report,0
2024-03-30,16:15,La Liga,Matchweek 30,Sat,Away,W,3,0,Almería,1.0,0.8,49.0,10565,Sergio Herrera,4-4-2,Pablo González,Match Report,0
2024-04-15,21:00,La Liga,Matchweek 31,Mon,Home,L,0,1,Valencia,1.9,0.2,65.0,19480,David García,4-4-2,José Luis Munuera,Match Report,0
2024-04-20,16:15,La Liga,Matchweek 32,Sat,Away,L,1,2,Rayo Vallecano,0.5,0.5,36.0,12617,David García,4-3-3,Mario Melero,Match Report,0
2024-04-28,16:15,La Liga,Matchweek 33,Sun,Away,L,0,3,Granada,0.8,2.6,62.0,13825,Sergio Herrera,4-3-3,Alejandro Muñíz,Match Report,0
2024-05-05,14:00,La Liga,Matchweek 34,Sun,Home,L,0,2,Betis,0.8,1.1,42.0,18300,Sergio Herrera,4-5-1,Víctor García,Match Report,0
2024-05-11,21:00,La Liga,Matchweek 35,Sat,Away,D,2,2,Athletic Club,1.0,1.4,33.0,45273,Sergio Herrera,4-1-4-1,José Sánchez,Match Report,0
2024-05-14,19:30,La Liga,Matchweek 36,Tue,Home,D,1,1,Mallorca,0.4,1.0,52.0,17852,Rubén García,4-3-3,Francisco Hernández,Match Report,0
2024-05-19,19:00,La Liga,Matchweek 37,Sun,Away,W,4,1,Atlético Madrid,1.8,1.6,44.0,58401,Sergio Herrera,4-1-4-1,Pablo González,Match Report,0
2024-05-25,14:00,La Liga,Matchweek 38,Sat,Home,D,1,1,Villarreal,0.9,1.6,43.0,18385,Lucas Torró,4-1-4-1,Mario Melero,Match Report,0
